address;postcode;state;country;property_valuation
85931 Johnson Alley;3039;VIC;Australia;6
63588 Clove Court;2017;NSW;Australia;9
86 Stang Way;2213;NSW;Australia;10
84 Westridge Hill;2061;NSW;Australia;10
53740 Vera Parkway;3644;VIC;Australia;1
2 Ramsey Parkway;2104;NSW;Australia;11
651 Mesta Drive;3173;VIC;Australia;9
1 Merrick Parkway;2830;NSW;Australia;2
135 Crest Line Drive;2044;NSW;Australia;10
63576 Anzinger Trail;2168;NSW;Australia;9
05 Charing Cross Plaza;2320;NSW;Australia;5
261 Farmco Drive;4118;QLD;Australia;4
0 Northport Hill;3043;VIC;Australia;8
894 Maple Wood Drive;2251;NSW;Australia;10
05 Daystar Lane;2560;NSW;Australia;8
81167 Division Hill;2873;NSW;Australia;1
761 Bellgrove Lane;2541;NSW;Australia;7
614 Shopko Trail;4350;QLD;Australia;3
1911 Waxwing Point;2761;NSW;Australia;9
0 Kedzie Junction;2155;NSW;Australia;10
0108 Forster Parkway;4017;QLD;Australia;6
466 Briar Crest Junction;2222;NSW;Australia;10
6072 Ridge Oak Junction;2222;NSW;Australia;10
31445 Morningstar Drive;3429;VIC;Australia;5
22619 Schurz Street;2321;NSW;Australia;4
61 Kim Avenue;2079;NSW;Australia;10
12103 Merchant Circle;3072;VIC;Australia;9
3 Porter Center;2230;NSW;Australia;9
7 Luster Trail;2007;NSW;Australia;8
7 Dahle Avenue;2620;NSW;Australia;9
7 Magdeline Trail;3034;VIC;Australia;10
275 Lindbergh Parkway;2086;NSW;Australia;11
592 Tennessee Alley;2231;NSW;Australia;10
0 American Ash Parkway;3175;VIC;Australia;7
387 Pawling Drive;2580;NSW;Australia;4
0 Evergreen Road;3037;VIC;Australia;7
51529 Cascade Place;3550;VIC;Australia;4
457 Ryan Road;3218;VIC;Australia;7
94219 Buell Circle;2020;NSW;Australia;9
267 Lukken Park;3930;VIC;Australia;9
54 Harbort Road;2480;NSW;Australia;7
81 American Place;2259;NSW;Australia;6
2388 Thackeray Place;3130;VIC;Australia;10
85957 Basil Way;3029;VIC;Australia;7
01 Cottonwood Junction;2285;NSW;Australia;7
37 Sutherland Terrace;2830;NSW;Australia;4
7929 Grasskamp Trail;2119;NSW;Australia;11
4 Hoard Pass;2153;NSW;Australia;9
2 Dunning Alley;2120;NSW;Australia;10
61949 7th Road;4573;QLD;Australia;8
26 Lotheville Court;2085;NSW;Australia;11
3765 Mandrake Alley;2763;NSW;Australia;9
67348 Lakewood Gardens Road;2852;NSW;Australia;2
014 Birchwood Parkway;3030;VIC;Australia;7
17357 Katie Center;3677;VIC;Australia;4
5772 Kennedy Junction;3030;VIC;Australia;5
560 Melody Alley;4122;QLD;Australia;7
92 Waubesa Center;2760;NSW;Australia;8
359 Kropf Point;2750;NSW;Australia;9
75 Scott Place;3806;VIC;Australia;7
2 Eliot Lane;2155;NSW;Australia;11
3466 Truax Terrace;2127;NSW;Australia;8
9 7th Terrace;2155;NSW;Australia;10
65209 Merrick Avenue;4873;QLD;Australia;2
90351 Duke Junction;4820;QLD;Australia;1
47 Glacier Hill Junction;4873;QLD;Australia;2
7978 Carberry Way;4817;QLD;Australia;2
795 Arapahoe Hill;4818;QLD;Australia;7
6 Lerdahl Plaza;4519;QLD;Australia;6
60320 Emmet Road;4806;QLD;Australia;4
11 Golf Pass;4805;QLD;Australia;2
563 Northport Drive;4701;QLD;Australia;1
8 Eggendart Court;2478;NSW;Australia;9
91336 Spenser Street;4560;QLD;Australia;6
33 Rockefeller Avenue;4740;QLD;Australia;2
71 Sundown Circle;4720;QLD;Australia;1
33 Bayside Way;4702;QLD;Australia;1
23 Hollow Ridge Avenue;4702;QLD;Australia;2
16623 Mariners Cove Plaza;4127;QLD;Australia;2
884 Shoshone Lane;4670;QLD;Australia;3
12 Prentice Point;4670;QLD;Australia;1
7008 Warner Park;4670;QLD;Australia;2
51673 Heffernan Park;4655;QLD;Australia;3
32 Meadow Ridge Alley;4610;QLD;Australia;1
37 Clarendon Lane;4655;QLD;Australia;3
7 Onsgard Court;4551;QLD;Australia;9
543 Victoria Park;4702;QLD;Australia;6
640 Toban Hill;4702;QLD;Australia;6
93 Corben Crossing;4506;QLD;Australia;4
26 Portage Junction;4503;QLD;Australia;5
7928 Mendota Circle;4503;QLD;Australia;2
1075 Raven Place;4512;QLD;Australia;7
0 Summerview Pass;4511;QLD;Australia;2
7310 Shopko Trail;4500;QLD;Australia;8
6659 Kenwood Plaza;4380;QLD;Australia;1
41 Knutson Alley;4370;QLD;Australia;4
67396 Roxbury Court;4817;QLD;Australia;3
55 Hauk Court;4350;QLD;Australia;7
131 Tony Road;4213;QLD;Australia;8
791 Elgar Trail;4340;QLD;Australia;5
617 Welch Street;4122;QLD;Australia;7
1 Namekagon Plaza;4306;QLD;Australia;8
3 Blaine Road;4306;QLD;Australia;6
77 Pankratz Plaza;4306;QLD;Australia;8
4081 Veith Lane;4306;QLD;Australia;4
55 Elgar Park;4306;QLD;Australia;7
9821 Fair Oaks Trail;4306;QLD;Australia;1
19679 Buell Pass;4305;QLD;Australia;5
8 Kinsman Alley;4304;QLD;Australia;2
9989 Toban Way;4301;QLD;Australia;3
378 Butterfield Pass;4300;QLD;Australia;6
7 Schurz Parkway;4212;QLD;Australia;7
07780 Autumn Leaf Drive;4209;QLD;Australia;7
87 Reinke Drive;4211;QLD;Australia;6
3 Gina Center;4210;QLD;Australia;7
029 Scott Center;4205;QLD;Australia;5
36072 Lakewood Gardens Court;4051;QLD;Australia;8
408 Grover Place;4165;QLD;Australia;9
392 Ridge Oak Road;4165;QLD;Australia;7
9 Sugar Junction;4053;QLD;Australia;7
0917 Golf View Parkway;4217;QLD;Australia;1
16039 Warrior Parkway;4130;QLD;Australia;7
3 School Place;4124;QLD;Australia;4
9120 Corry Avenue;4208;QLD;Australia;7
2 Shoshone Way;4123;QLD;Australia;6
32 Vidon Point;4118;QLD;Australia;7
515 Bunting Point;4115;QLD;Australia;8
67727 Westerfield Hill;4164;QLD;Australia;9
0 Moland Parkway;4127;QLD;Australia;7
764 Dahle Alley;4115;QLD;Australia;8
72 Shasta Plaza;4152;QLD;Australia;4
210 Esch Park;2452;NSW;Australia;8
55326 Fulton Hill;3931;VIC;Australia;10
482 Bartelt Junction;4280;QLD;Australia;7
58563 Monterey Hill;4300;QLD;Australia;2
889 Straubel Way;4055;QLD;Australia;6
9 Dawn Court;4128;QLD;Australia;2
1988 Bartillon Terrace;4500;QLD;Australia;3
57384 Sycamore Park;4370;QLD;Australia;6
276 Hoffman Road;4017;QLD;Australia;8
98791 Johnson Way;4053;QLD;Australia;7
7 John Wall Parkway;4020;QLD;Australia;5
0693 Eagan Court;4019;QLD;Australia;4
38 Main Park;3188;VIC;Australia;8
2 Shasta Street;3977;VIC;Australia;8
27 Farmco Pass;3806;VIC;Australia;8
9985 Barnett Circle;3940;VIC;Australia;7
60855 Fieldstone Avenue;3939;VIC;Australia;6
2 Dixon Crossing;3910;VIC;Australia;7
7 Canary Trail;3977;VIC;Australia;10
09653 Golf View Way;3840;VIC;Australia;2
433 Mockingbird Center;3840;VIC;Australia;2
4 Sycamore Pass;3977;VIC;Australia;5
833 Sherman Court;3810;VIC;Australia;6
0 Fulton Drive;3806;VIC;Australia;8
02885 Buhler Court;3804;VIC;Australia;9
8766 Onsgard Plaza;3805;VIC;Australia;8
5061 Cottonwood Trail;3765;VIC;Australia;7
05 Dahle Drive;3757;VIC;Australia;7
5063 Shopko Pass;2582;NSW;Australia;8
09 Hagan Pass;3196;VIC;Australia;8
87897 Lighthouse Bay Pass;3747;VIC;Australia;4
294 Lawn Junction;3677;VIC;Australia;1
5 Springview Terrace;3620;VIC;Australia;4
9 Logan Drive;3620;VIC;Australia;2
6002 Del Sol Trail;3630;VIC;Australia;2
77 Acker Alley;3151;VIC;Australia;10
38 Hansons Place;3023;VIC;Australia;7
30 Crescent Oaks Point;3564;VIC;Australia;2
0784 Utah Plaza;3199;VIC;Australia;7
5298 Nevada Circle;3500;VIC;Australia;1
0 Ramsey Place;3444;VIC;Australia;4
7006 Miller Avenue;3444;VIC;Australia;4
1 Bayside Pass;3076;VIC;Australia;8
43811 Golf View Road;3380;VIC;Australia;1
19 Green Ridge Avenue;3340;VIC;Australia;3
91079 Lukken Way;3338;VIC;Australia;5
1450 Gulseth Park;3337;VIC;Australia;5
1 Boyd Terrace;3280;VIC;Australia;4
9 Almo Alley;3224;VIC;Australia;5
016 Tony Street;3222;VIC;Australia;5
02505 Mariners Cove Street;3222;VIC;Australia;6
970 Sundown Place;3222;VIC;Australia;5
0261 Roxbury Crossing;4164;QLD;Australia;9
5413 Harbort Terrace;3226;VIC;Australia;7
03444 Scott Lane;3204;VIC;Australia;10
3 Schlimgen Alley;3201;VIC;Australia;6
0162 Darwin Alley;3201;VIC;Australia;6
66 Division Pass;3840;VIC;Australia;1
6 Forster Crossing;3198;VIC;Australia;8
939 Hermina Drive;3198;VIC;Australia;8
393 Warrior Crossing;3190;VIC;Australia;10
3962 Rigney Center;3156;VIC;Australia;8
64201 Bonner Point;3169;VIC;Australia;5
0 Grasskamp Pass;3170;VIC;Australia;10
3831 Paget Road;3163;VIC;Australia;6
46523 Mcbride Circle;3161;VIC;Australia;9
29 Mallory Circle;3791;VIC;Australia;9
6229 Amoth Place;3156;VIC;Australia;8
952 Fairview Hill;3155;VIC;Australia;8
6 La Follette Lane;3977;VIC;Australia;6
6837 West Pass;4119;QLD;Australia;7
28 Menomonie Street;3140;VIC;Australia;10
94 Sheridan Parkway;3136;VIC;Australia;9
50 Claremont Junction;3818;VIC;Australia;6
70676 Eggendart Trail;3028;VIC;Australia;8
5586 Buena Vista Avenue;3106;VIC;Australia;10
02701 Talmadge Junction;3082;VIC;Australia;7
220 Mitchell Place;3099;VIC;Australia;9
02570 Tony Way;3752;VIC;Australia;6
12 Alpine Lane;3754;VIC;Australia;8
6 Northfield Point;3140;VIC;Australia;9
7709 Bluestem Place;3068;VIC;Australia;5
8108 Clyde Gallagher Crossing;3756;VIC;Australia;4
79206 Independence Drive;3061;VIC;Australia;5
60447 Ridgeway Plaza;3048;VIC;Australia;6
4 Milwaukee Park;3046;VIC;Australia;9
73506 Cordelia Lane;4217;QLD;Australia;4
0 Rowland Road;3036;VIC;Australia;9
42829 Charing Cross Road;3107;VIC;Australia;8
7530 Sutteridge Hill;3030;VIC;Australia;7
88545 Milwaukee Center;3022;VIC;Australia;8
070 Shelley Terrace;3020;VIC;Australia;4
12439 Kropf Way;3049;VIC;Australia;6
931 Rigney Terrace;3015;VIC;Australia;10
6 Anderson Court;2880;NSW;Australia;1
11207 Lukken Center;3500;VIC;Australia;2
4370 Haas Trail;2870;NSW;Australia;5
45 Tony Trail;2259;NSW;Australia;7
46 Dovetail Avenue;2830;NSW;Australia;4
967 Farmco Road;2880;NSW;Australia;1
623 Talisman Way;2763;NSW;Australia;8
837 Evergreen Junction;2774;NSW;Australia;8
21 West Avenue;2155;NSW;Australia;10
83758 Kings Hill;2770;NSW;Australia;7
8 Veith Alley;2750;NSW;Australia;5
9 Pond Avenue;2767;NSW;Australia;9
255 Doe Crossing Terrace;2767;NSW;Australia;8
2 Alpine Circle;2765;NSW;Australia;10
0 Talisman Trail;2769;NSW;Australia;10
5700 Banding Lane;2762;NSW;Australia;9
94079 Eggendart Point;2745;NSW;Australia;9
87038 Sauthoff Road;2761;NSW;Australia;7
4817 Fulton Junction;2761;NSW;Australia;8
22 Transport Alley;2761;NSW;Australia;9
1231 Grim Road;2760;NSW;Australia;8
3 Rigney Center;2794;NSW;Australia;2
7847 Buell Trail;2759;NSW;Australia;8
42946 Fieldstone Pass;2750;NSW;Australia;9
1617 Beilfuss Street;2759;NSW;Australia;8
64 Everett Circle;2756;NSW;Australia;8
184 Melrose Pass;2756;NSW;Australia;11
8934 Park Meadow Street;2756;NSW;Australia;8
14155 Evergreen Way;2756;NSW;Australia;8
26607 West Hill;2777;NSW;Australia;9
53649 Mandrake Place;2749;NSW;Australia;8
223 Trailsway Parkway;2154;NSW;Australia;10
8999 Elmside Pass;2749;NSW;Australia;9
53 Steensland Parkway;2773;NSW;Australia;10
8 Prairie Rose Circle;2745;NSW;Australia;9
3416 Texas Pass;2747;NSW;Australia;7
8088 Macpherson Hill;2323;NSW;Australia;5
6418 Jenna Trail;2640;NSW;Australia;4
70262 Hermina Court;3690;VIC;Australia;2
89684 Coolidge Hill;2630;NSW;Australia;1
00 International Junction;2260;NSW;Australia;8
5 Carioca Pass;2594;NSW;Australia;3
6386 Raven Road;2579;NSW;Australia;2
8 Mendota Plaza;2567;NSW;Australia;9
913 Londonderry Trail;2567;NSW;Australia;8
58516 Tony Plaza;2567;NSW;Australia;8
583 Jenna Pass;2567;NSW;Australia;9
77729 Kim Plaza;2560;NSW;Australia;7
1253 Ridge Oak Center;2560;NSW;Australia;4
975 Melby Street;2564;NSW;Australia;8
6279 Lien Junction;2560;NSW;Australia;6
1435 Lukken Trail;2570;NSW;Australia;8
25 Darwin Terrace;2207;NSW;Australia;9
3 Independence Hill;2560;NSW;Australia;9
4 Stone Corner Avenue;4503;QLD;Australia;6
14179 Springs Drive;2557;NSW;Australia;9
8 Green Ridge Place;2565;NSW;Australia;9
55 Red Cloud Pass;2536;NSW;Australia;5
21 Spohn Drive;2530;NSW;Australia;8
11606 Myrtle Street;2207;NSW;Australia;8
45725 Hagan Pass;2519;NSW;Australia;9
93482 Jenifer Alley;2439;NSW;Australia;10
04 Gulseth Plaza;2528;NSW;Australia;8
0 Canary Parkway;2506;NSW;Australia;9
2 Dayton Center;2487;NSW;Australia;9
25607 Summer Ridge Way;2448;NSW;Australia;5
828 Schlimgen Circle;2450;NSW;Australia;5
558 Thompson Junction;2440;NSW;Australia;6
589 Main Plaza;2290;NSW;Australia;4
472 Blaine Junction;2440;NSW;Australia;3
12 Express Pass;2340;NSW;Australia;2
76 Norway Maple Drive;4509;QLD;Australia;6
4 Oriole Hill;2340;NSW;Australia;7
038 North Court;2333;NSW;Australia;3
7231 Pepper Wood Point;2428;NSW;Australia;8
941 La Follette Hill;2263;NSW;Australia;10
2 Barby Trail;2769;NSW;Australia;10
29133 Canary Circle;2282;NSW;Australia;8
12 Redwing Street;2325;NSW;Australia;4
57835 Ruskin Lane;2325;NSW;Australia;5
7 Mifflin Terrace;2323;NSW;Australia;3
7509 Prairieview Center;2289;NSW;Australia;9
7 Delaware Hill;2320;NSW;Australia;6
15012 Oneill Plaza;2285;NSW;Australia;5
4861 School Park;2290;NSW;Australia;3
9 Sycamore Pass;2287;NSW;Australia;5
005 Prentice Circle;2307;NSW;Australia;5
81 Artisan Park;2259;NSW;Australia;5
7764 Declaration Hill;2261;NSW;Australia;9
7049 Sutteridge Lane;2251;NSW;Australia;8
40 Dexter Crossing;2250;NSW;Australia;9
543 Morrow Terrace;2261;NSW;Australia;8
36 Marquette Center;2250;NSW;Australia;7
8 Arizona Way;2233;NSW;Australia;9
78960 Schiller Lane;2450;NSW;Australia;4
75 Hoepker Street;2232;NSW;Australia;10
39677 Emmet Terrace;2211;NSW;Australia;10
30 Bay Hill;2229;NSW;Australia;12
6 Canary Plaza;2223;NSW;Australia;8
4 Maywood Court;2228;NSW;Australia;10
04489 Corscot Hill;2232;NSW;Australia;10
00941 7th Place;2227;NSW;Australia;10
09 Bayside Place;2223;NSW;Australia;10
8802 Fisk Street;2234;NSW;Australia;10
81 Darwin Court;2210;NSW;Australia;10
54295 Dorton Hill;2219;NSW;Australia;10
29 Spohn Drive;2212;NSW;Australia;10
87746 Bellgrove Park;2211;NSW;Australia;10
4517 Colorado Place;2210;NSW;Australia;10
91433 Hollow Ridge Crossing;2210;NSW;Australia;10
237 Garrison Way;2207;NSW;Australia;8
7 Bartillon Circle;2260;NSW;Australia;8
22 Nelson Terrace;2190;NSW;Australia;10
96 Pepper Wood Drive;2567;NSW;Australia;10
79055 Moose Terrace;2176;NSW;Australia;9
520 Mesta Alley;2200;NSW;Australia;8
0534 Bartelt Trail;2760;NSW;Australia;8
3009 Duke Crossing;2200;NSW;Australia;8
484 Lindbergh Street;2161;NSW;Australia;6
83 Luster Drive;2848;NSW;Australia;1
28 Mcguire Junction;2171;NSW;Australia;10
6750 Truax Trail;2145;NSW;Australia;8
84749 Holy Cross Terrace;2767;NSW;Australia;8
486 Clyde Gallagher Road;2170;NSW;Australia;9
305 Vera Lane;2165;NSW;Australia;8
2 Moulton Drive;2567;NSW;Australia;10
213 Alpine Avenue;2168;NSW;Australia;9
2 Saint Paul Parkway;2040;NSW;Australia;12
7921 Trailsway Center;2759;NSW;Australia;9
90323 Pine View Hill;2148;NSW;Australia;8
27 Hooker Plaza;2177;NSW;Australia;8
193 Bluejay Hill;2160;NSW;Australia;9
8 Monument Junction;2154;NSW;Australia;11
22 Portage Road;2155;NSW;Australia;9
243 Mosinee Place;2155;NSW;Australia;10
65 Southridge Alley;2745;NSW;Australia;10
16 Maple Wood Center;2155;NSW;Australia;10
8595 Ruskin Plaza;3196;VIC;Australia;10
2 Eastwood Street;2153;NSW;Australia;10
68 Delaware Avenue;2768;NSW;Australia;10
08167 Buhler Avenue;2153;NSW;Australia;10
0046 Grim Pass;2148;NSW;Australia;7
4 Sutteridge Trail;2153;NSW;Australia;10
8 Boyd Road;2075;NSW;Australia;12
8 Bobwhite Park;2768;NSW;Australia;10
62047 Ludington Terrace;2148;NSW;Australia;8
277 Maple Circle;2768;NSW;Australia;8
845 Mendota Center;2148;NSW;Australia;8
13795 Corscot Drive;2147;NSW;Australia;9
08 Twin Pines Place;2768;NSW;Australia;9
07236 Jenifer Point;2763;NSW;Australia;10
2 Darwin Parkway;2118;NSW;Australia;9
57878 Northfield Crossing;2144;NSW;Australia;10
61 Donald Crossing;2142;NSW;Australia;9
842 Rutledge Parkway;2145;NSW;Australia;9
8462 Emmet Trail;4878;QLD;Australia;4
6265 Moland Terrace;2076;NSW;Australia;10
4 Rowland Way;2126;NSW;Australia;10
04488 Jenna Alley;2289;NSW;Australia;9
4 Toban Junction;2154;NSW;Australia;8
5 Manley Avenue;2122;NSW;Australia;11
9 Eastlawn Court;2155;NSW;Australia;10
97910 Leroy Junction;2073;NSW;Australia;12
608 Rutledge Drive;2121;NSW;Australia;11
8 Heffernan Crossing;2126;NSW;Australia;12
9 Northfield Circle;2121;NSW;Australia;12
996 Morning Parkway;2119;NSW;Australia;11
7015 Hintze Parkway;2153;NSW;Australia;11
3525 Buena Vista Plaza;2120;NSW;Australia;9
6 Hallows Pass;2118;NSW;Australia;11
7317 Huxley Alley;2112;NSW;Australia;8
82 Hanover Avenue;2101;NSW;Australia;10
3384 Nelson Circle;4227;QLD;Australia;3
45314 Pepper Wood Junction;2251;NSW;Australia;6
85301 John Wall Road;2101;NSW;Australia;11
277 Lindbergh Alley;2100;NSW;Australia;11
6 Logan Junction;2148;NSW;Australia;9
70416 Becker Court;2099;NSW;Australia;10
256 Fordem Street;2119;NSW;Australia;11
7 Laurel Junction;2079;NSW;Australia;10
7032 Hallows Drive;2126;NSW;Australia;11
78000 Arrowood Center;2775;NSW;Australia;9
5 Elgar Place;4132;QLD;Australia;5
54 Veith Drive;2073;NSW;Australia;12
0 Michigan Plaza;2077;NSW;Australia;10
2272 Buena Vista Center;2065;NSW;Australia;12
0 Thackeray Avenue;2100;NSW;Australia;10
8 Warrior Avenue;3197;VIC;Australia;9
5447 Weeping Birch Place;2086;NSW;Australia;12
019 Derek Hill;2224;NSW;Australia;10
4 Florence Street;2032;NSW;Australia;11
2390 Blackbird Point;2035;NSW;Australia;11
96 Sundown Point;4220;QLD;Australia;9
5447 Buell Hill;2567;NSW;Australia;9
978 Valley Edge Park;2777;NSW;Australia;9
46 Dunning Junction;4220;QLD;Australia;9
848 Dawn Drive;4818;QLD;Australia;5
2517 Glacier Hill Point;3219;VIC;Australia;3
658 Northfield Junction;3023;VIC;Australia;7
5 Algoma Point;3809;VIC;Australia;5
1617 Lakewood Gardens Lane;2090;NSW;Australia;11
373 Oak Valley Avenue;2048;NSW;Australia;11
75164 Sherman Crossing;2031;NSW;Australia;11
6491 Gerald Court;2261;NSW;Australia;9
84504 Doe Crossing Road;2441;NSW;Australia;4
55433 Schmedeman Lane;2263;NSW;Australia;8
835 Thackeray Place;2261;NSW;Australia;6
24 Fuller Lane;3183;VIC;Australia;6
5333 Aberg Lane;4877;QLD;Australia;4
6 Melody Plaza;4215;QLD;Australia;8
50 Dahle Crossing;3199;VIC;Australia;9
2 Mayfield Alley;2089;NSW;Australia;10
9020 Anhalt Park;2528;NSW;Australia;7
48 Melby Trail;2131;NSW;Australia;8
1 Eliot Road;3910;VIC;Australia;8
94181 South Park;3264;VIC;Australia;1
718 Colorado Court;2220;NSW;Australia;8
2 Southridge Crossing;2763;NSW;Australia;8
0 Westport Terrace;4570;QLD;Australia;5
0 Namekagon Circle;3150;VIC;Australia;9
76 Roxbury Pass;2528;NSW;Australia;6
10 Hazelcrest Street;4413;QLD;Australia;5
5528 North Hill;2681;NSW;Australia;1
9179 Sunfield Terrace;4510;QLD;Australia;2
18708 Darwin Park;3977;VIC;Australia;7
46310 Raven Trail;4220;QLD;Australia;4
49932 Messerschmidt Point;2138;NSW;Australia;11
6 Monument Circle;3186;VIC;Australia;11
2 Green Ridge Park;2478;NSW;Australia;8
60 Briar Crest Circle;2170;NSW;Australia;9
313 Schiller Trail;3018;VIC;Australia;4
89 Bartillon Plaza;2753;NSW;Australia;10
5 Moland Court;4551;QLD;Australia;6
20 Mcguire Hill;3198;VIC;Australia;4
2 Ridgeway Circle;2090;NSW;Australia;10
78 Bultman Junction;2047;NSW;Australia;10
4 Mariners Cove Street;2043;NSW;Australia;9
38330 Badeau Place;2154;NSW;Australia;11
515 Monterey Terrace;2107;NSW;Australia;12
73363 Butterfield Crossing;4567;QLD;Australia;9
65387 Thackeray Parkway;3197;VIC;Australia;10
06 Hudson Parkway;2250;NSW;Australia;8
5274 Lindbergh Alley;4217;QLD;Australia;1
81942 Scott Street;2066;NSW;Australia;10
3 Fordem Park;4011;QLD;Australia;10
8012 American Parkway;2138;NSW;Australia;11
461 Esker Court;3630;VIC;Australia;1
22 Badeau Avenue;3161;VIC;Australia;11
58 Kipling Avenue;4560;QLD;Australia;8
4 Jay Court;2763;NSW;Australia;9
17974 Kedzie Circle;2795;NSW;Australia;7
82598 Arkansas Hill;2088;NSW;Australia;12
208 Golden Leaf Pass;3195;VIC;Australia;10
4 Pankratz Street;2101;NSW;Australia;11
83 Graceland Avenue;3977;VIC;Australia;3
1041 Center Road;2155;NSW;Australia;10
9161 Macpherson Terrace;4680;QLD;Australia;2
816 Gale Pass;2261;NSW;Australia;7
17485 Tennyson Pass;2221;NSW;Australia;10
9168 Thackeray Place;2026;NSW;Australia;12
4889 Tomscot Park;2093;NSW;Australia;11
709 Schmedeman Street;2155;NSW;Australia;11
59 Steensland Alley;2018;NSW;Australia;11
59643 Reindahl Plaza;3127;VIC;Australia;11
29438 Swallow Crossing;2217;NSW;Australia;11
1 Fallview Street;2155;NSW;Australia;10
54 Bowman Park;2031;NSW;Australia;10
7 Monterey Street;3068;VIC;Australia;12
1 Morning Circle;2250;NSW;Australia;8
41 Vahlen Park;2230;NSW;Australia;12
9175 Ryan Street;2088;NSW;Australia;12
2 Pankratz Place;2063;NSW;Australia;11
018 Superior Plaza;2068;NSW;Australia;10
9737 Vernon Junction;3152;VIC;Australia;9
290 Havey Crossing;3145;VIC;Australia;12
4709 Cardinal Hill;2028;NSW;Australia;12
087 Fallview Plaza;4209;QLD;Australia;5
116 Sullivan Avenue;3941;VIC;Australia;9
309 Oneill Way;2068;NSW;Australia;10
86 Morningstar Junction;2031;NSW;Australia;12
72 Mosinee Court;3146;VIC;Australia;9
16 Saint Paul Street;4670;QLD;Australia;2
8 Northridge Drive;2072;NSW;Australia;10
091 Hoard Street;2229;NSW;Australia;12
36445 Meadow Valley Road;3087;VIC;Australia;9
419 2nd Center;4220;QLD;Australia;9
41 Dwight Way;3585;VIC;Australia;1
1908 Brickson Park Trail;2112;NSW;Australia;8
367 Algoma Lane;2153;NSW;Australia;10
9037 Norway Maple Junction;2087;NSW;Australia;11
1301 Northwestern Place;2117;NSW;Australia;9
3205 Service Park;2158;NSW;Australia;10
906 Pawling Place;4352;QLD;Australia;6
53141 Merrick Street;2064;NSW;Australia;12
51 Hollow Ridge Terrace;2768;NSW;Australia;9
38233 Boyd Alley;3976;VIC;Australia;6
21800 Duke Parkway;3219;VIC;Australia;3
3 Buena Vista Pass;4209;QLD;Australia;5
11 Victoria Place;2036;NSW;Australia;11
78 Colorado Park;4105;QLD;Australia;8
39846 Springs Crossing;2154;NSW;Australia;10
8 Talisman Avenue;2211;NSW;Australia;10
147 Waubesa Point;2094;NSW;Australia;12
2 Dwight Point;4133;QLD;Australia;5
62 Mallard Avenue;3437;VIC;Australia;7
9 Onsgard Court;3170;VIC;Australia;9
20415 Clyde Gallagher Parkway;2333;NSW;Australia;5
32 Hagan Junction;2570;NSW;Australia;9
5 Spohn Alley;2121;NSW;Australia;11
8 Scott Street;3205;VIC;Australia;8
02862 Esker Crossing;2173;NSW;Australia;9
03 Lillian Street;3071;VIC;Australia;8
644 Karstens Place;3040;VIC;Australia;11
0 Graedel Drive;4817;QLD;Australia;4
86 Menomonie Plaza;2290;NSW;Australia;4
7233 Lerdahl Lane;4212;QLD;Australia;7
5676 Golf View Junction;2137;NSW;Australia;12
2 Mcguire Terrace;2323;NSW;Australia;7
773 Tomscot Plaza;2203;NSW;Australia;10
5 Fisk Way;2230;NSW;Australia;12
0 Pierstorff Place;2770;NSW;Australia;8
25253 Straubel Trail;2153;NSW;Australia;10
752 Nevada Circle;2089;NSW;Australia;10
0672 Mitchell Terrace;4161;QLD;Australia;5
78 Parkside Trail;3046;VIC;Australia;8
7962 Dottie Park;2284;NSW;Australia;5
0 Westport Center;4558;QLD;Australia;4
63862 Dawn Park;4655;QLD;Australia;2
2538 Gateway Pass;4152;QLD;Australia;4
33006 Petterle Trail;4121;QLD;Australia;8
0130 Loeprich Lane;3808;VIC;Australia;9
0 Warner Road;2680;NSW;Australia;4
7 Ohio Court;3796;VIC;Australia;8
27 Evergreen Terrace;2261;NSW;Australia;9
17 Ohio Drive;4053;QLD;Australia;7
4912 Lukken Way;4570;QLD;Australia;3
89 Cherokee Road;4211;QLD;Australia;8
4216 Annamark Pass;4300;QLD;Australia;4
6 Forest Dale Parkway;4017;QLD;Australia;4
1 Namekagon Parkway;4075;QLD;Australia;5
09810 Dayton Hill;4035;QLD;Australia;8
85 Magdeline Crossing;3149;VIC;Australia;9
7 Laurel Avenue;2125;NSW;Australia;12
441 Old Shore Circle;2131;NSW;Australia;11
5 Huxley Point;2154;NSW;Australia;10
3483 Burrows Hill;2137;NSW;Australia;11
84707 Harper Circle;3114;VIC;Australia;10
78 Jackson Point;2047;NSW;Australia;11
8 Armistice Circle;3977;VIC;Australia;6
73425 Mitchell Court;4304;QLD;Australia;3
4 5th Circle;2800;NSW;Australia;2
096 Anniversary Point;2030;NSW;Australia;12
7714 Heffernan Circle;3130;VIC;Australia;8
2 Portage Avenue;2170;NSW;Australia;9
636 Debs Circle;3039;VIC;Australia;9
08731 Coleman Lane;3352;VIC;Australia;6
12860 Warner Court;3129;VIC;Australia;8
10 Cambridge Street;4567;QLD;Australia;7
8943 Knutson Point;4154;QLD;Australia;9
3 Nevada Road;4215;QLD;Australia;3
01 Havey Drive;2099;NSW;Australia;12
466 Westport Drive;2263;NSW;Australia;7
40985 Cherokee Junction;2155;NSW;Australia;10
410 Hoepker Pass;4123;QLD;Australia;5
6 Reinke Street;2768;NSW;Australia;10
9097 Superior Drive;2114;NSW;Australia;8
6 Hansons Park;2145;NSW;Australia;7
